source concept,target concept,source concept keywords,target concept keywords,source context words,target context words,context,polarity,score
animals,governance.plusnames,"animals,animal,species,dog,horse,dogs,wild,horses,zoo,cat","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",dens,obama;conservatives,how often do conservatives bitch about new york and la and since obama became president chicago being dens of iniquity and not real america,NEUTRAL,-8.367320179
vehicle,governance.plusnames,"energy,gas,linear,oil,socorro,nuclear,fuel,heat,pressure,plant","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",shock,lobbying;dems;obama,shock obama lobbying dems over keystone xl pipeline,NEUTRAL,-8.365361468
chess,governance.plusnames,"gold,chess,silver,mine,coins,mining,coal,coin,currency,mines","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",pawn,abortion;abortion;legislators;candidate;legislature;welfare;bills;pending;legislation;governor;politics;vice,it is about politics the governor of virginia is thought to be a potential vice president candidate he has voiced his of ultrasound legislation while saying that he would ask state legislators to the language so that abdominal ultrasounds would be the focus of the pending law these ultrasound bills are moving through the legislature making them targets and abortion proponents are using the welfare of women as a political pawn sacrificing standard medical care on the altar of abortion on demand,NEUTRAL,-8.361513258
pathways,governance.plusnames,"highway,jersey,avenue,ny,px,interstate,washington,accessed,traffic,sr","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",wny,incumbent,this guy is the who against all odds knocked out a corrupt longtime incumbent that s the crazy part wny is political crazytown even for nj,NEUTRAL,-8.360534211
color,governance.plusnames,"blue,green,flag,color,arms,wear,worn,yellow,coat,cross","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",blue;blue,candidate;conservative;pac;santorum;percent,rick santorum s pac red white & blue has raised and spent more than the candidate himself forty percent of the million that has so far gone into red white & blue came from just one man foster friess a conservative hedge fund billionaire and christian evangelical from wyoming,POSITIVE,-8.360038088
sports,governance.plusnames,"race,racing,grand,car,championship,races,prix,formula,driver,track","election,elected,parliament,elections,prime,liberal,vote,assembly,leader,labour",win,debates;exclusion;candidates,green party candidates across the us win some debates battle exclusion from others,NEUTRAL,-8.358749114
animals,governance.plusnames,"animals,animal,species,dog,horse,dogs,wild,horses,zoo,cat","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",jackals,protection;gop,and she s a blah gop that should buy her a lot of protection from the jackals at faux,NEUTRAL,-8.358465941
liquid,governance.plusnames,"food,wine,rice,meat,milk,tea,sugar,beer,fruit,products","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",wafer;nilla;skim,romney;mitt,can andy williams take a from nights a year in to be mitt s vp last we heard from him he went full wingnut he could be the nilla wafer to romney s glass of skim milk,POSITIVE,-8.35759911
liquid,governance.plusnames,"food,wine,rice,meat,milk,tea,sugar,beer,fruit,products","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",tea,seat;republican,the tea party taking over the republican party one seat at a time,NEUTRAL,-8.357483188
animals,governance.plusnames,"animals,animal,species,dog,horse,dogs,wild,horses,zoo,cat","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",vermin;rats,romney;obama,before romney can move in he must exterminate and decontaminate the white house obama moved in all the rats and vermin like himself that crawled from the woodwork and they continue to multiply,POSITIVE,-8.35733389
body,governance.plusnames,"steel,hand,ball,surface,wood,metal,type,feet,weight,foot","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",hole,santorum;board,still gotta be better than santorum with his bundling board and hole in the sheet,NEUTRAL,-8.355753833
color,governance.plusnames,"blue,green,flag,color,arms,wear,worn,yellow,coat,cross","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",flags,governors;governors;partisan;interests,last year he spoke to the national governors association urging the governors not defend their partisan flags over the interests of their states,NEUTRAL,-8.355324749
color,governance.plusnames,"blue,green,flag,color,arms,wear,worn,yellow,coat,cross","rights,legal,laws,fair,copyright,amendment,justice,constitution,federal,resolution",pointed;arms,issue;entity;rights;issues;nra;amendment;framers;issues;amendment;valid,as for the nra as a member i have some issues with the organization but as others have pointed out it is for good and valid reasons a one issue entity it defends the second amendment one that some of us at least consider more important than the first amendment simply because you have no rights except those you re willing to defend and the right to bear arms was considered by the framers and many today as a means to that self defense,POSITIVE,-8.353892362
sports,governance.plusnames,"hockey,basketball,nba,nhl,coach,points,ice,players,teams,cup","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",shaquille;shooting;dunk;throw;nba,board;republicans;outlawed;obama;rove;teleprompters,rove or whoever decided to inoculate the tongue twisted republicans against damning comparisons by starting up this teleprompter thing and it s actually worked pretty well in wingnut land but actually giving up teleprompters across the board huge advantage to obama it would be like shaquille o neill agitating for the dunk to be outlawed and nba games decided by free throw shooting only,POSITIVE,-8.35356993
sports,governance.plusnames,"hockey,basketball,nba,nhl,coach,points,ice,players,teams,cup","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",lemieux;lemieux;lemieux,criminal;candidate;crist;crist;reelected;senate;pledging;appointed;bill;elections;endorsing;gop,this is the exact same thing that is happening in florida that allows people like dws bill nelson george lemieux corrine and the rest of these criminal flakes to keep getting reelected time and time again with the exception of charlie crist lemieux who is now running for the u s senate after pledging not to when crist appointed him when the gop is allowed to run rampant over the candidate system process at the state level it sways the national elections too then we also get neanderthals like herman cain endorsing george lemieux herman just lost what little credibility he held in my eyes which wasn t much to begin with,POSITIVE,-8.353123329
vehicle,governance.plusnames,"engine,car,model,cars,models,ford,vehicle,engines,rear,speed","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",roof;car;windshield,romney;romney;romney,if you re just tuning in ann romney says that the romney family dog liked riding on the roof of their car the dog cage romney say had a windshield or something,POSITIVE,-8.352856409
color,governance.plusnames,"blue,green,flag,color,arms,wear,worn,yellow,coat,cross","governor,republican,senate,election,congress,elected,democratic,committee,senator,washington",mittens;watch,republican;nominee,mittens will not be the nominee of the republican party you heard it here first let the death watch begin,POSITIVE,-8.352342153
